2024-04-08 09:40:39.1717 | INFO | LogLevel_Demo.Program | Hello 
2024-04-08 09:40:49.1054 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/swagger/index.html - - 
2024-04-08 09:40:50.1279 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/_framework/aspnetcore-browser-refresh.js - - 
2024-04-08 09:40:50.1279 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/_vs/browserLink - - 
2024-04-08 09:40:50.1557 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/_framework/aspnetcore-browser-refresh.js - - - 200 11996 application/javascript;+charset=utf-8 32.8294ms 
2024-04-08 09:40:50.1557 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/swagger/index.html - - - 200 - text/html;charset=utf-8 1061.8793ms 
2024-04-08 09:40:50.2497 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/_vs/browserLink - - - 200 - text/javascript;+charset=UTF-8 124.7394ms 
2024-04-08 09:40:50.3454 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/swagger/v1/swagger.json - - 
2024-04-08 09:40:50.6168 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/swagger/v1/swagger.json - - - 200 - application/json;charset=utf-8 272.0714ms 
2024-04-08 09:41:54.7054 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 PUT https://localhost:7054/api/CLOrderService/updateOrderStatus/8/0 - 0 
2024-04-08 09:41:54.8145 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executing endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo)' 
2024-04-08 09:41:54.8926 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Route matched with {action = "UpdateOrderStatus", controller = "CLOrderService"}. Executing controller action with signature System.Threading.Tasks.Task`1[Microsoft.AspNetCore.Mvc.IActionResult] UpdateOrderStatus(Int32, LogLevel_Demo.Enum.enmOrderStatus) on controller LogLevel_Demo.Controllers.CLOrderServiceController (LogLevel_Demo). 
2024-04-08 09:41:55.5485 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo) - Validation state: Valid 
2024-04-08 09:41:58.1422 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action method LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo), returned result Microsoft.AspNetCore.Mvc.NotFoundObjectResult in 2571.9148ms. 
2024-04-08 09:41:58.1570 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor | Executing NotFoundObjectResult, writing value of type 'System.String'. 
2024-04-08 09:41:58.2005 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo) in 3273.5067ms 
2024-04-08 09:41:58.2066 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executed endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo)' 
2024-04-08 09:41:58.2066 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 PUT https://localhost:7054/api/CLOrderService/updateOrderStatus/8/0 - 0 - 404 - text/plain;+charset=utf-8 3503.5946ms 
